,day_tempmax,day_tempmin,day_temp,day_dew,day_humidity,day_precip,day_precipcover,day_solarradiation,day_solarenergy,day_uvindex,day_moonphase,hour_temp,hour_humidity,hour_dew,hour_precip,hour_precipprob,hour_snow,hour_snowdepth,hour_windgust,hour_windspeed,hour_winddir,hour_pressure,hour_visibility,hour_cloudcover,hour_solarradiation,hour_uvindex,hour_severerisk
0,15.403727724506332,6.8625136827356705,11.09043686238452,5.484426857568194,71.99919217128596,2.3802466504663076,7.257134178379088,153.0269653881518,13.181654188011734,5.287222514120583,0.5060485901309164,11.088401965935462,71.99917651823635,5.482707758658435,0.09923052406768522,7.256228381277639,0.003553132799159333,0.4201915582994002,21.3975770611673,10.41445280003503,193.3158079381759,1017.3261351197513,20.10074762467709,66.6530895617146,153.26749810454143,1.5125759556957157,9.960801698848462
